	Name	Notes	FullAddress	City	Province	PostalCode	lat	long
189	Écocentre Saint-Paul-de-Montminy		294 rte 216	Saint-Paul-de-Montminy	Quebec	G0R 3Y0	46.6559877	-70.1469525
190	Écocentre Lac-Frontière	En arrière du bureau municipal	22 rue de l'Église	Lac-Frontière	Quebec	G0R 1T0	46.7288435	-70.3622096
191	ORAPÉ		1570 rue Rousseau	Plessisville	Quebec	G6L 2V1	46.6957158	-70.003101
192	Écocentre Saint-Eustache		695 25e Avenue	Saint-Eustache	Quebec	J7P 0B4	 None	 None
193	Écocentre satellite de Godbout		122 rue Saint-Régis	Godbout	Quebec	G0H 1G0	45.578439	-73.8772618
194	Écocentre Berthier-sur-Mer		14 rte de Saint-François	Berthier-sur-Mer	Quebec	G0R 1E0	49.3248342	-67.5970185
195	Garage municipal de Grande-Vallée		21 rue Minville	Grande-Vallée	Quebec	G0E 1K0	46.9223829	-70.7282944
196	Déchetterie de Cloridorme		24 rte de la Colonie	Cloridorme	Quebec	G0E 1G0	49.2217037	-65.1333351
197	Écocentre Robertsonville		3626 boul. Frontenac Est	Thetford Mines	Quebec	G6G 4G2	 None	 None
198	Garage municipal de Murdochville		389 av. Miller	Murdochville	Quebec	G0E 1W0	46.1200189	-71.2581765
199	LET de Gaspé		1050 montée de Wakeham	Gaspé	Quebec	G4X 2A5	48.9512839	-65.4948045
200	Déchetterie de Percé		50 ch. Lemieux	Percé	Quebec	G0C 3G0	48.8251654	-64.4960662
201	Écocentre Val-des-Monts		28 ch. de la Pûche	Val-des-Monts	Quebec	J8N 4A6	48.4835075	-64.3080316
202	Écocentre de  Duhamel	2017 : ouvert du 6 mai au 28 octobre	3605 ch. du Lac Gagnon Est	Duhamel	Quebec	J0V 1G0	45.6305821	-75.8166189
203	Déchetterie de Gascon		232 rte Morin Nord	Port-Daniel--Gascons	Quebec	G0C 1P0	46.0564146	-75.0882267
204	Déchetterie de Grande-Rivière		785 rue Saint-Pierre	Grande-Rivière	Quebec	G0C 1V0	48.2056803	-64.8961064
205	Garage municipal de Saint-Cyprien		121 rang Cyr	Saint-Cyprien-de-Napierville	Quebec	J0J 1L0	48.3952803	-64.5889684
206	Conciergerie Kaminunakutat		1 rue du centre	Essipit	Quebec	G0T 1K0	45.186032	-73.425814
207	Garage municipal Kingsey Falls		57 boul. Kingsey	Kingsey Falls	Quebec	J0A 1B0	48.3424651	-69.4006458
208	Écocentre d'Asbestos		404 rue du Roi	Asbestos	Quebec	J1T 4T1	45.8556922	-72.0631056
209	Écocentre des Rivières		1700 rue Provinciale	Québec	Quebec	G1N 4A2	45.7796722	-71.9264441
210	Écocentre Aston-Jonction		1310 rue Principale	Aston-Jonction	Quebec	G0Z 1A0	46.8018102	-71.2721024
211	Écocentre Baie-du-Fèbvre		298 rue Marie-Victorin	Baie-du-Febvre	Quebec	J0G 1A0	 None	 None
212	Bureau municipal de Manseau		200 rue Roux	Manseau	Quebec	G0X 1V0	46.1375475	-72.721595
213	Bureau municipal Sainte-Cécile-de-Lévrard		235 rue Principale	Sainte-Cécile-de-Lévrard	Quebec	G0X 2M0	46.3662581	-72.0028105
214	Écocentre Sainte-Eulalie		759 rue des Bouleaux	Sainte-Eulalie	Quebec	G0Z 1G0	46.466797	-72.161467
215	Best Buy; Chicoutimi		1401 boul. Talbot	Saguenay	Quebec	G7H 4C1	46.1142583	-72.2525942
216	Best Buy; Montréal Centreville		470 rue Sainte-Catherine Ouest	Montréal	Quebec	H3B 1A7	48.4059213	-71.0545418
217	Best Buy; Galeries d'Anjou		7400 boul. des Roseraies	Montréal	Quebec	H1M 3X8	45.504739	-73.5679446
218	Best Buy; Centre Laval		1560 boul. Le Corbusier	Laval	Quebec	H7S 1Y8	45.6013773	-73.5605161
219	Best Buy; Dix30		8480 boul. Leduc bureau 100	Brossard	Quebec	J4Y 0K7	45.5613678	-73.7324752
220	Best Buy; Fairview Pointe-Claire		6815 aut. Transcanadienne bureau Y009	Pointe-Claire	Quebec	H9R 1C4	45.452866	-73.4435645
221	Best Buy; Saint-Bruno		1235 boul. des Promenades	Saint-Bruno-de-Montarville	Quebec	J3V 6H1	45.4640475	-73.8313424
222	Best Buy; Gatineau		920 boul. Maloney Ouest	Gatineau	Quebec	J8T 3R6	45.4998413	-73.3769843
223	Best Buy; Place Rosemère		401 boul. Labelle bureau M-20	Rosemère	Quebec	J7A 3T2	45.4779159	-75.6903002
224	Best Buy; Greenfield Park		1800 rue Auguste	Longueuil	Quebec	J4V 3R4	 None	 None
225	Best Buy; Carrefour Angrignon		7077 boul. Newman	Montréal	Quebec	H8N 1X1	45.4845143	-73.4617545
226	Best Buy; Montréal Marché Central		8871 boul. de L'acadie	Montréal	Quebec	H4N 3K1	45.4473692	-73.6171694
227	Best Buy; Québec Galeries de la Capitale		5401 boul. des Galeries	Québec	Quebec	G2K 1N4	45.5319868	-73.6508162
228	Best Buy; Québec Place Laurier		2700 boul. Laurier bureau 2290	Québec	Quebec	G1V 2L8	 None	 None
229	Écocentre Bury		105 ch. Maine	Bury	Quebec	J0B 1M0	46.7710327	-71.2829623
230	Écocentre de Baie-Trinité		rte 138 (à l'entrée ouest du village)	Baie-Trinité	Quebec	G0H 1A0	45.5178695	-71.5618925
231	Écocentre Sainte-Marguerite-du-Lac-Masson		245 ch. Masson	Sainte-Marguerite-du-Lac-Masson	Quebec	J0T 1L0	49.4200169	-67.3050545
232	Écocentre Grande-Allée		8005 boul. Grande-Allée	Brossard	Quebec	J4Z 3H8	46.0362387	-74.0655775
233	Écocentre Saint-Bruno-de-Montarville		600 rue Sagard	Saint-Bruno-de-Montarville	Quebec	J3V 6B9	45.4515212	-73.4149883
234	Uptimum informatique		525 rue Grande-Allée	Trois-Rivières	Quebec	G9B 7R9	45.5173207	-73.3635765
235	1-800-Got-Junk; Brossard		3875 rue Isabelle porte #15	Brossard	Quebec	J4Y 2R2	46.2896314	-72.6727767
236	Écocentre L'Islet-Sud	Ouvert mai à octobre	2 rang Brise-Culotte	Sainte-Perpétue	Quebec	G0R 3Z0	45.427333	-73.467952
237	Écocentre Rouyn-Noranda (Multitech)		1610 rang Lusko	Rouyn-Noranda	Quebec	J9X 6J2	 None	 None
238	Déchetterie de Rivière-au-Renard		14 rue de l'Entrepôt	Gaspé	Quebec	G4X 5L4	 None	 None
239	Centre de tri Grande-Rivière		498 Grande-Allée Ouest	Grande-Rivière	Quebec	G0C 1V0	 None	 None
240	Garage municipal de Chambly	Ouvert lundi au jeudi 8 h à 16 h 30 Vendredi 8 h à 12 h	2500 boul. Industriel	Chambly	Quebec	J3L 4V2	48.3790753	-64.5627866
241	Écocentre Baie-Comeau		800 av. Léonard-E.-Schlemm	Baie-Comeau	Quebec	G4Z 3B7	45.4261406	-73.2777339
242	Blackburn &amp; Blackburn		980 boul. Université	Saguenay	Quebec	G7H 6H1	49.21124	-68.2288407
243	Écocentre Henry-Ford		2800 boul. Henry-Ford	Vaudreuil-Dorion	Quebec	J7V 0V8	 None	 None
244	Écocentre Sainte-Marie-de-Blandford		492 rue des Bosqets	Sainte-Marie-de-Blandford	Quebec	G0X 2W0	45.383292	-74.047598
245	Écocentre Sainte-Perpétue		33 rang Sainte-Anne	Sainte-Perpétue	Quebec	J0C 1R0	 None	 None
246	Écocentre Sainte-Sophie-de-Lévrard		174 rue Saint-Antoine Porte A	Sainte-Sophie-de-Lévrard	Quebec	G0X 3C0	 None	 None
247	Écocentre Saint-Léonard-d'Aston		434 rue de l'Exposition	Saint-Léonard-d'Aston	Quebec	J0C 1M0	46.4162916	-72.1169386
248	Écocentre Saint-Pierre-les-Becquets		163 rte 218	Saint-Pierre-les-Becquets	Quebec	G0X 2Z0	46.1090227	-72.3774145
249	Écocentre Saint-Sylvère	Appeler avant 819-285-207	837 rang 8	Saint-Sylvère	Quebec	G0Z 1H0	 None	 None
250	Centre communautaire de Saint-Wenceslas		1025 rue Hébert	Saint-Wenceslas	Quebec	G0Z 1J0	46.2322977	-72.2260368
251	Écocentre Saint-Zéphirin-de-Courval		1471 rang Saint-Pierre	Saint-Zéphirin-de-Courval	Quebec	J0G 1V0	46.1645906	-72.3262197
252	Écocentre Bécancour		1300 av. Nicolas Perrot	Bécancour	Quebec	G9H 1A1	 None	 None
253	Écocentre Nicolet		435 rue Théophile Saint-Laurent	Nicolet	Quebec	J3T 1B4	46.3392419	-72.435678
254	Le 9e Bit		715 rue Cormier	Drummondville	Quebec	J2C 6P7	46.2244013	-72.6080116
255	Best Buy; Saint-Jérôme		1040 boul. du Grand-Heron	Saint-Jérôme	Quebec	J7Y 5K8	45.8881415	-72.5158852
256	Best Buy; Sherbrooke		3450 boul. de Portland	Sherbrooke	Quebec	J1L 2A6	 None	 None
257	Best Buy; Lachenaie		790 Montée des Pionniers	Terrebonne	Quebec	J6V 1N9	 None	 None
258	Best Buy; Mascouche		145 montée Masson	Mascouche	Quebec	J7K 3B4	 None	 None
259	Best Buy; Carrefour Trois-Rivières Ouest		4520 boul. des Récollets   bureau 900A	Trois-Rivières	Quebec	G9A 4N2	45.7247834	-73.6190779
260	Best Buy; Granby		90 rue Simonds Nord	Granby	Quebec	J2J 2L1	46.3252869	-72.5668594
261	Best Buy; Vaudreuil		3090 boul. de la Gare	Vaudreuil-Dorion	Quebec	J7V 0H1	 None	 None
262	Best Buy; Rimouski		387 montée Industrielle-et-Commerciale	Rimouski	Quebec	G5M 1Y1	45.3982913	-74.0546675
263	Best Buy; Drummondville		850 rue Hains	Drummondville	Quebec	J2C 5N9	48.4560953	-68.4985718
264	Best Buy; Saint-Jean-sur-Richelieu		600 rue Pierre-Caisse Unit 4000	Saint-Jean-sur-Richelieu	Quebec	J3A 1M1	 None	 None
265	Friperie Coderr		1000 boul. Saint-Jude	Alma	Quebec	G8B 3L1	 None	 None
266	Écocentre Amos		5311 rte 395 Nord	Amos	Quebec	J9T 2G1	48.5384529	-71.6628841
267	Bureau municipal de Saint-Georges-de-Windsor		485 rue Principale	Saint-Georges-de-Windsor	Quebec	J0A 1J0	48.5648155	-78.1130337
268	Bureau municipal de Saint-Adrien		1589 rue Principale	Saint-Adrien	Quebec	J0A 1C0	45.6987669	-71.84621
269	Bureau municipal de Saint-Camille		87 rue Desrivières	Saint-Camille	Quebec	J0A 1G0	45.8195769	-71.7228138
270	Écocentre de Danville		17 rue Grove	Danville	Quebec	J0A 1A0	 None	 None
271	Écocentre de Wotton		533 rue Parc-Industriel	Wotton	Quebec	J0A 1N0	45.785109	-72.014416
272	Écocentre Saint-Roch-des-Aulnaies		379 rte de l'Église	Saint-Roch-des-Aulnaies	Quebec	G0R 3Z0	45.7395194	-71.8033536
273	Garage municipal du Canton d'Orford		1120 ch. de la Montagne	Orford	Quebec	J1X 6X9	47.3057995	-70.1683202
274	Villeneuve Audio Vidéo; Stéréo Plus Joliette		50 rue Gauthier Nord	Notre-Dame-des-Prairies	Quebec	J6E 1V1	45.3076759	-72.1755012
275	Micro Data Informatique		110 rue Saint-Louis	Rimouski	Quebec	G5L 5P7	 None	 None
276	Infotronix		6155 rue Marivaux	Montréal	Quebec	H1P 3H6	 None	 None
277	Evolutel		183 rue Freeman bureau 8	Gatineau	Quebec	J8Z 2A7	45.6013004	-73.6076368
278	Micro en gros		2231 ch. Gascon	Terrebonne	Quebec	J6X 4H3	45.4720859	-75.745064
279	Tech-Nic Réseau Conseil		49 rue Angus Nord	East Angus	Quebec	J0B 1R0	45.7239497	-73.6641089
280	Écocentre Saint-Joseph-du-Lac		4085 ch. d?Oka	Saint-Joseph-du-Lac	Quebec	J0N 1M0	 None	 None
281	Arteau Récupération		665 rue du Nickel bureau 1100	Québec	Quebec	G2N 0J9	 None	 None
282	Écocentre Napierville		240 rue Poupart	Napierville	Quebec	J0J 1L0	 None	 None
283	Écocentre Sainte-Thècle		1951 ch. Saint-Georges	Sainte-Thècle	Quebec	G0X 3G0	45.1937247	-73.3973539
284	Écocentre Wentworth-Nord		3488 rte Principale	Wentworth-Nord	Quebec	J0T 1Y0	46.7830407	-72.5034058
285	Écocentre Roberval		1855 rue Castonguay	Roberval	Quebec	G8K 1T6	 None	 None
286	Écocentre de Grandes-Piles		620 5e Avenue	Grandes-Piles	Quebec	G0X 1H0	48.534191	-72.2578056
287	Écocentre Saint-Adelphe		191 rang Sud-Est	Saint-Adelphe	Quebec	G0X 2G0	46.686806	-72.7243124
288	Écocentre Lac-aux-Sables		900 ch. de la Batiscan	Lac-aux-Sables	Quebec	G0X 1M0	46.7276888	-72.4302049
289	Ressourcerie Lévis		24 rue Charles-A-Cadieux	Lévis	Quebec	G6V 7Z6	 None	 None
290	Informatique ASR		9 rue Passenger	Stanstead	Quebec	J0B 3E2	46.7936935	-71.1709897
291	Ameublement Brandsource Desrochers		229 rue Principale	Plaisance	Quebec	J0V 1S0	45.007252	-72.104626
292	Les services Kopilab		231  2e Rang Ouest	Sainte-Luce	Quebec	G0K 1P0	45.606226	-75.1193184
293	Cyberlogic Informatique		159 rue Jean-Talon Ouest bureau 101	Montréal	Quebec	H2R 2X2	48.5134407	-68.3745054
294	Derytelecom		1013 rue Bagot	Saguenay	Quebec	G7B 2N6	45.5329585	-73.6201402
295	Services Informatiques Commtech		165 rue Gamelin	Gatineau	Quebec	J8Y 1W1	48.3382234	-70.881962
296	Encreco		2189 boul. Talbot	Saguenay	Quebec	G7H 8B3	45.4433414	-75.7396867
297	La Source; Dolbeau Mistassini		1358 boul. Wallberg	Dolbeau-Mistassini	Quebec	G8L 1H1	48.3886705	-71.0754983
298	Micro Informatique-extreme		1206 boul. de l'Assomption Est	Repentigny	Quebec	J6A 0B7	48.8783617	-72.2279673
299	Distribution électronique F.C.		721 rue Bossé	Baie-Comeau	Quebec	G5C 1L5	45.7869179	-73.4384977
300	Centre électronique informatique Knowlton		489 ch. Knowlton	Lac-Brome	Quebec	J0E 1V0	49.1929388	-68.2554901
301	Ordimatique		592 ch. du Grand-Bernier Nord	Saint-Jean-sur-Richelieu	Quebec	J3B 7G2	45.213629	-72.5308558
302	Microbytes; Centre-Ville		625 boul. René-Levesque Ouest bureau 100	Montréal	Quebec	H3B 1R2	45.3181145	-73.2954916
303	Martin Crépeau Informatique		5 rue Sainte-Julie Est	Saint-André-Avellin	Quebec	J0V 1W0	45.5025526	-73.5671879
304	Le Petit coin de l'informatique		1160 rte Principale	Sainte-Mélanie	Quebec	J0K 3A0	45.7272015	-75.051523
305	Saguenay Informatique		1740 boul. Du Royaume	Saguenay	Quebec	G7H 5B1	46.1365013	-73.5106234
306	Municipalité de Montpellier		4 rue Du Bosquet	Montpellier	Quebec	J0V 1M0	 None	 None
307	Écocentre Marie- Victorin		1140 boul. Marie- Victorin	Longueuil	Quebec	J4G 2H4	45.8547292	-75.16544
308	Garage municipal de L'Islet		425 rue Principale	Sainte-Perpétue	Quebec	G0R 3Z0	45.5566418	-73.4915264
309	Hôtel de ville de Chénéville		63 rue de L'Hôtel-de-Ville	Chénéville	Quebec	J0V 1E0	47.052728	-69.9194867
310	Écocentre Saint-Samuel		487 rue des Loisirs	Saint-Samuel	Quebec	G0Z 1G0	45.8838671	-75.0547378
311	Garage municipal de Montebello		577 rue Dollard	Montebello	Quebec	J0V 1L0	46.0527674	-72.2084645
312	Écocentre d?Oka		2017 ch. d'Oka	Oka	Quebec	J0N 1E0	45.6496606	-74.937515
313	Garage municipal Ripon	Sur appel seulement	139 rue Principale	Ripon	Quebec	J0V 1V0	 None	 None
314	Garage municipal Ste-Clotilde-de-Horton		17 rte 122	Sainte-Clotilde-de-Horton	Quebec	J0A 1H0	45.7793356	-75.1000236
315	Écocentre Val-des-Bois		595 rte 309	Val-des-Bois	Quebec	J0X 3C0	45.9929958	-72.2374825
316	Monburo.ca; Solutions Témis		331 av. Principale	Dégelis	Quebec	G5T 1L1	45.9161597	-75.5915672
317	GPC Micro		6188 rue Jean-Talon Est	Montréal	Quebec	H1S 1M8	47.548201	-68.649122
318	Centre informatique Memphré		69 rue Laurier	Magog	Quebec	J1X 2K2	45.5890541	-73.5770438
319	Électronique Mercier		162 rue Fraser	Rivière-du-Loup	Quebec	G5R 1C8	45.2667743	-72.1511949
320	Écocentre Notre-Dame-de-la-Salette		13 rue du Rollin	Notre-Dame-de-la-Salette	Quebec	J0X 2L0	47.830717	-69.551675
321	Garage municipal Maskinongé		36 B rue Saint-Denis	Maskinongé	Quebec	J0K 1N0	45.767792	-75.582905
322	Garage municipal de Grenville		10 rue du Moulin	Grenville	Quebec	J0V 1J0	46.2306568	-73.0186828
323	Écocentre Canton de Gore		40 ch. Sideline	Gore	Quebec	J0V 1K0	45.6300345	-74.6014343
324	Tricentris; Lachute		651 ch. Félix Touchette	Lachute	Quebec	J8H 2C5	45.7519787	-74.2490771
325	Écocentre Saint-Chrysostome		400 rang Saint-Antoine	Saint-Chrysostome	Quebec	J0S 1R0	45.6331111	-74.2997861
326	Bureau municipal de Low		4A ch. d'Amour	Low	Quebec	J0X 2C0	45.1024171	-73.7666119
327	Écocentre Lac-des-Seize-îles		10 rue Lapierre	Lac-des-Seize-îles	Quebec	J0T 2M0	45.809319	-75.948971
328	Écocentre de la Seigneurie		68 boul. de la Seigneurie	Blainville	Quebec	J7C 4N1	45.9227966	-74.4672541
329	Garage municipal de L'Ange-Gardien		870 ch. Donaldson	L'Ange-Gardien	Quebec	J8L 0K8	45.674317	-73.8621821
330	Goyette Info Plus		5020 rte 132	Sainte-Catherine	Quebec	J5C 1L8	 None	 None
331	Écocentre Lanoraie		297 rue Notre-Dame	Lanoraie	Quebec	J0K 1E0	45.3915526	-73.5772419
332	Écocentre de Harrington		ch. de l'écocentre	Harrington	Quebec	J8G 2T1	45.9546095	-73.2236645
333	Garage municipal de Saint-Paul-d'Abbotsford		926 rue Principale	Saint-Paul-d'Abbotsford	Quebec	J0L 1A0	45.503997	-73.638733
334	Garage municipal de L'Ange-Gardien		137 rue Principale	Ange-Gardien	Quebec	J0E 1E0	45.436958	-72.8845003
335	Garage municipal de Marieville		2008 rue Saint-Césaire	Marieville	Quebec	J3M 1J5	45.3600718	-72.9357795
336	Garage municipal de Richelieu		650 10e Avenue	Richelieu	Quebec	J3P 3P6	45.4352444	-73.1572249
337	Hôtel de ville de Rougemont		61 ch. de Marieville	Rougemont	Quebec	J0L 1M0	45.4404215	-73.2459879
338	Garage municipal de Sainte-Angèle-de-Monnoir		11 ch. du Vide	Sainte-Angèle-de-Monnoir	Quebec	J0L 1P0	45.4439807	-73.0725825
339	Garage municipal de Bonaventure		211 av. de Grand-Pré	Bonaventure	Quebec	G0C 1E0	 None	 None
340	Écocentre Saint-Anne-des-Monts		730 Sainte-Anne Ouest	Sainte-Anne-des-Monts	Quebec	G4V 1V2	48.05031	-65.4830019
341	Garage municipal de Saint-Alexis-de-Matapédia		121 rue Rustico Nord	Saint-Alexis-de-Matapédia	Quebec	G0J 2E0	49.1258542	-66.5601913
342	Bureau municipal Val Brillant		11 rue Saint-Pierre Ouest	Val-Brillant	Quebec	G0J 3L0	 None	 None
343	Écocentre Mansfield-et-Pontefract		ch. du Lac de la Truite	Mansfield-et-Pontefract	Quebec	J0X 1R0	48.5338825	-67.5482067
344	Dépôt municipal  Saint-Charles-sur-Richelieu		405 ch. des Patriotes	Saint-Charles-sur-Richelieu	Quebec	J0H 2G0	45.9240202	-76.7536643
345	Garage municipal de Paspébiac		231 rte Saint-Pie X	Paspébiac	Quebec	G0C 2K0	45.6835675	-73.1873444
346	Garage municipal de La Matapédia		8 rue MacDonell	Matapédia	Quebec	G0J 1V0	48.036595	-65.251306
347	Garage municipal de Pointe-à-la-Croix		rue de la Carrière (pas de # civique)	Pointe-à-la-Croix	Quebec	G0C 1L0	47.9747157	-66.9406712
348	Garage municipal d'Escuminac		169 boul. Perron	Escuminac	Quebec	G0C 1N0	 None	 None
349	Garage municipal de New Richmond		128 boul. Perron Est	New Richmond	Quebec	G0C 2B0	48.1241451	-66.4746701
350	Garage municipal de Saint-François-d'Assise		399 ch. Central	Saint-François-d'Assise	Quebec	G0J 2N0	48.154091	-65.8456829
351	Garage municipal de Maria		57 rue des Mésanges	Maria	Quebec	G0C 1Y0	47.982412	-67.1578079
352	Écocentre Saint-Maxime du Mont-Louis		9 av. B	Saint-Maxime-du-Mont-Louis	Quebec	G0E 1T0	48.1725989	-65.9907822
353	Garage municipal de Carleton-sur-Mer		11 rue Comeau	Carleton-sur-Mer	Quebec	G0C 1J0	49.230187	-65.7114776
354	Garage municipal de La Nouvelle		470 rue Francoeur	Nouvelle	Quebec	G0C 2E0	48.1027369	-66.1144543
355	Écocentre Saint-Honoré		2991 boul. Martel	Saint-Honoré	Quebec	G0V 1L0	48.1389732	-66.3126375
356	Écocentre Saint-Donat		214 ch. du Long-de-la-Rivière	Saint-Donat	Quebec	J0T 2C0	48.5252223	-71.0897364
357	Écocentre Anse-Saint-Jean		31 rang Saint-Thomas Sud	L'Anse-Saint-Jean	Quebec	G0V 1J0	46.3089913	-74.2069893
358	Hôtel de ville de Crabtree		111 4e Avenue	Crabtree	Quebec	J0K 1B0	48.212437	-70.236309
359	Papeterie St-Rémi		725 Notre-Dame	Saint-Rémi	Quebec	J0L 2L0	45.9632411	-73.4730291
360	Microbytes; Rosemère		207 boul. Labelle	Rosemère	Quebec	J7A 2H3	45.2624663	-73.6159059
361	Microbytes; Mascouche		168 Montée Masson	Mascouche	Quebec	J7K 3B5	45.6239459	-73.8050888
362	ORDIGENI; Électronique et Informatique		267 boul. Fiset	Sorel-Tracy	Quebec	J3P 3P9	45.7247165	-73.6207112
363	Hôpital Hôtel-Dieu-de-Montmagny		350 boul. Taché Ouest	Montmagny	Quebec	G5V 3R8	 None	 None
364	L'Intro Musique		11 rue Sainte-Anne	Ville-Marie	Quebec	J9V 2B6	 None	 None
365	Ordi Occasion		8674 ave Chaumont	Montréal	Quebec	H1K 1N6	47.330449	-79.441772
366	Meubles Réal Levasseur 1955		1730 rue Principale	Pohénégamook	Quebec	G0L 1J0	45.6103225	-73.5470786
367	Microbytes; Pointe-Claire		940 boul. Saint-Jean bureau 15	Pointe-Claire	Quebec	H9R 5N8	47.4804394	-69.2682718
368	Édifice Léon-Taillon		200 rue Bella-Vista	Saint-Basile-le-Grand	Quebec	J3N 1M1	45.4676843	-73.8312555
369	Écocentre Saint-Félix-de-Valois		4400 rue Beaudry	Saint-Félix-de-Valois	Quebec	J0K 2M0	 None	 None
370	Écocentre Bois-des-Filion		700 rue de la Sablière	Bois-des-Filion	Quebec	J6Z 4T7	46.1431757	-73.4266288
371	Site de transbordement de St-Michel-des-Saints		701 ch. de l?industrie	Saint-Michel-des-Saints	Quebec	J0K 3B0	45.678706	-73.7652009
372	Garage municipal de Notre-Dame-de-la-Merci		2101 rte 125	Notre-Dame-de-la-Merci	Quebec	J0T 2A0	46.6846247	-73.9317072
373	Garage municipal de Mont-Saint-Hilaire	Citoyens seulement	901 boul. Sir-Wilfrid-Laurier	Mont-Saint-Hilaire	Quebec	J3H 6H7	 None	 None
374	Xpert Micro		1010 1ere rue	Richelieu	Quebec	J3L 3W7	45.57375	-73.1748893
375	Écocentre Parisville		975 rue Principale O	Parisville	Quebec	G0S 1X0	 None	 None
376	Écocentre Fortierville		198 rue de la Fabrique	Fortierville	Quebec	G0S 1J0	46.5184266	-72.065681
377	Écocentre Sainte-Adèle		2815 ch.  Rolland	Sainte-Adèle	Quebec	J8B 1C9	46.4864331	-72.0319787
378	Écocentre de l?Aéroport		26 rue Pierre Ménard	Gatineau	Quebec	J8R 3X3	 None	 None
379	Écocentre Victoriaville		370 de la Bulstrode	Victoriaville	Quebec	G6P 9J7	 None	 None
380	Microbytes; Montréal		3830 rue Saint-Denis	Montréal	Quebec	H2W 2M2	46.0806483	-71.9474636
381	Travaux publics; Côte Saint-Luc		7001 ch. Mackle	Côte-Saint-Luc	Quebec	H4W 1A5	45.5193667	-73.5732801
382	Travaux publics; Voirie de Westmount		1 rue Bethune	Westmount	Quebec	H3Z 2L2	45.47247	-73.67012
383	Entrepôt municipal		599 ch. des Patriotes	Saint-Denis-sur-Richelieu	Quebec	J0H 1K0	45.47807	-73.5948809
384	Écocentre de Beloeil		986 rue Dupré	Beloeil	Quebec	J3G 4A8	45.786306	-73.1593196
385	1-800-Got-Junk; Lachine		150 boul. de Montréal-Toronto suite 108 porte 19	Montréal	Quebec	H8S 4L8	 None	 None
386	Electro-Meubles Denis		1721  L'Annonciation Sud	Rivière-Rouge	Quebec	J0T 1T0	 None	 None
387	Dépôt CRI Environnement		75 rue du Progrès	Coteau-du-Lac	Quebec	J0P 1B0	46.3965758	-74.8640955
388	NSLOne Informatique	Ouvert lundi au mercredi 8 h 30 à 18 h Jeudi et vendredi 8 h 30 à 21 h	2330 av. Sainte-Anne	Saint-Hyacinthe	Quebec	J2S 5H9	45.2975726	-74.2019961
389	Écocentre Farnham		1180 boul. Industriel	Farnham	Quebec	J2N 3B5	45.6305746	-72.9551557
390	Dépôt Ville de Dollard-des-Ormeaux	Le site est ouvert aux résidents de Dollard-des-Ormeaux SEULEMENT, preuve de résidence obligatoire	100 rue Glenmore	Dollard-Des Ormeaux	Quebec	H9B 2X9	45.2903525	-72.9627372
391	Ameublements Tanguay		1990 boul. Talbot	Saguenay	Quebec	G7H 7Y3	45.494921	-73.806946
392	Technipc Informatique	Ouvert lundi au mercredi de 8h30 à 17h30 Jeudi et vendredi de 8h30 à 20h00 Samedi de 9h00-12h00 Dimanche fermé	44 rue du Collège	Pont-Rouge	Quebec	G3H 3A3	48.3935847	-71.0724838
393	Écocentre Trois-Rivières- secteur est		1921 rue des Toitures	Trois-Rivières	Quebec	G8V 1W1	46.752181	-71.6946986
394	Écocentre Saint-Prosper		2690 40e rue	Saint-Prosper	Quebec	G0M 1Y0	46.4059699	-72.5316023
395	Écocentre Barraute		rue du Moulin	Barraute	Quebec	J0Y 1A0	 None	 None
396	Centre de transbordement Ville de La Tuque		1220 ch. des Pionniers	La Tuque	Quebec	G9X 3N6	48.436554	-77.6310146
397	Écocentre Bon débarras		2456 route 125	Sainte-Julienne	Quebec	J0K 2T0	 None	 None
398	Écocentre Bedford		80 rue Cyr	Bedford	Quebec	J0J 1A0	45.9902998	-73.7202905
399	Écocentre de Chertsey		225 rue du Progrès	Chertsey	Quebec	J0K 3K0	45.1258759	-72.9876957
400	Écocentre Sutton		260 rte 139 Sud	Sutton	Quebec	J0E 2K0	46.119132	-73.937756
401	Informatique Infotech	Ouvert lundi au mercredi de 8 h 30 à 17 h 30 Jeudi et vendredi de 8 h 30 à 20 h 30	123 rue Georges	Gatineau	Quebec	J8M 1T6	45.4763947	-72.6265676
402	Byte Mobile		1672 chemin Gascon	Terrebonne	Quebec	J6X 4H9	 None	 None
403	Centre de tri Warwick		17 rue du Lac	Warwick	Quebec	J0A 1M0	45.7157648	-73.6553246
404	Ameublements Tanguay; Centre de distribution		7200 rue Armand-Viau	Québec	Quebec	G2C 2A7	 None	 None
405	Ameublements Tanguay		2200 boul. des Récollets	Trois-Rivières	Quebec	G8Z 3X5	46.8205835	-71.3489751
406	Ameublements Tanguay		8955 boul. Lacroix	Saint-Georges	Quebec	G5Y 5H5	46.340056	-72.58338
407	Ameublements Tanguay		245 boul. de l'Hôtel-de-Ville	Rivière-du-Loup	Quebec	G5R 5H5	 None	 None
408	Ameublements Tanguay		375 montée Industrielle-et-Commerciale	Rimouski	Quebec	G5M 1Y1	 None	 None
409	Dépôt Saint-Anselme		1265 rte Bégin	Saint-Anselme	Quebec	G0R 2N0	48.4571056	-68.4989748
410	Écocentre Bromont		20 rue du Pacifique Est	Bromont	Quebec	J2L 1J5	46.6158597	-70.940226
411	Les Entreprises J.M. Arsenault 1982		172 ave Port-Royal	Bonaventure	Quebec	G0C 1E0	45.308075	-72.667203
